No.,Year.Built,BuildingArea,AreaUnits,Type,County,City,Price.USD
5629,2000,3082,Acres,SINGLE_FAMILY,Lumpkin County,Dahlonega,360000
5630,2000,1344,Acres,SINGLE_FAMILY,Lumpkin County,Dahlonega,220000
5631,0,0,Acres,LOT,Lumpkin County,Dahlonega,170000
5632,0,0,Acres,LOT,Lumpkin County,Dahlonega,1092630
5633,2002,5482,Acres,SINGLE_FAMILY,Lumpkin County,Dahlonega,629999
5634,2000,784,Acres,SINGLE_FAMILY,Lumpkin County,Dahlonega,100000
5635,1986,1680,Acres,SINGLE_FAMILY,Lumpkin County,Dahlonega,159900
5636,1998,1524,Acres,SINGLE_FAMILY,Lumpkin County,Dahlonega,269900
5637,0,0,Acres,LOT,Lumpkin County,Dahlonega,62900
5638,0,0,Acres,LOT,Lumpkin County,Dahlonega,360480
5639,2002,0,Acres,SINGLE_FAMILY,Colquitt County,Moultrie,459900
5640,0,0,Acres,LOT,Colquitt County,Moultrie,27500
5641,0,0,Acres,LOT,Colquitt County,Moultrie,411815
5642,0,0,Acres,LOT,Colquitt County,Moultrie,69900
5643,2007,0,Acres,SINGLE_FAMILY,Colquitt County,Moultrie,234500
5644,2001,0,Acres,SINGLE_FAMILY,Colquitt County,Moultrie,229900
5645,0,0,Acres,LOT,Colquitt County,Moultrie,129900
5646,1986,0,Acres,LOT,Brooks County,Moultrie,15000
5647,0,0,Acres,LOT,Colquitt County,Moultrie,99000
5648,0,0,Acres,LOT,Colquitt County,Moultrie,28500
5649,0,0,Acres,LOT,Colquitt County,Moultrie,28500
5650,0,0,Acres,LOT,Colquitt County,Moultrie,28500
5651,0,0,Acres,LOT,Colquitt County,Moultrie,28500
5652,0,0,Acres,LOT,Colquitt County,Moultrie,20000
5653,0,0,Acres,LOT,Colquitt County,Moultrie,233450
5654,2006,0,Acres,SINGLE_FAMILY,Colquitt County,Moultrie,469900
5655,0,0,Acres,LOT,Colquitt County,Moultrie,65000
5656,0,0,Acres,LOT,Colquitt County,Moultrie,629000
5657,2013,2077,Acres,SINGLE_FAMILY,Henry County,Locust Grove,271000
5658,2021,2265,sqft,SINGLE_FAMILY,Henry County,Locust Grove,346900
5659,2006,2713,Acres,SINGLE_FAMILY,Henry County,Locust Grove,380000
5660,2005,0,sqft,SINGLE_FAMILY,Spalding County,Locust Grove,259000
5661,2021,0,sqft,SINGLE_FAMILY,Henry County,Locust Grove,436900
5662,2005,3363,Acres,SINGLE_FAMILY,Henry County,Locust Grove,385999
5663,2005,4965,sqft,SINGLE_FAMILY,Henry County,Locust Grove,435000
5664,2021,0,sqft,SINGLE_FAMILY,Henry County,Locust Grove,325900
5665,2004,3893,Acres,SINGLE_FAMILY,Henry County,Locust Grove,599900
5666,0,0,Acres,LOT,Henry County,Locust Grove,410775
5667,2006,3973,Acres,SINGLE_FAMILY,Henry County,Locust Grove,439900
5668,2003,0,Acres,SINGLE_FAMILY,Henry County,Locust Grove,258000
5669,2021,0,sqft,SINGLE_FAMILY,Henry County,Locust Grove,325900
5670,1986,2240,Acres,SINGLE_FAMILY,Henry County,Locust Grove,569000
5671,2006,2004,sqft,SINGLE_FAMILY,Spalding County,Locust Grove,299900
5672,1990,0,Acres,SINGLE_FAMILY,Henry County,Locust Grove,399000
5673,2020,0,sqft,SINGLE_FAMILY,Henry County,Locust Grove,305900
5674,0,0,sqft,LOT,Henry County,Locust Grove,59860
5675,2010,4427,sqft,SINGLE_FAMILY,Henry County,Locust Grove,450999
5676,0,0,Acres,LOT,Spalding County,Locust Grove,250000
5677,0,0,Acres,LOT,Henry County,Locust Grove,550000
5678,0,0,Acres,LOT,Henry County,Locust Grove,80000
5679,0,0,sqft,LOT,Henry County,Locust Grove,70000
5680,0,0,Acres,LOT,Henry County,Locust Grove,68000
5681,0,0,Acres,LOT,Henry County,Locust Grove,1200000
5682,0,0,sqft,LOT,Henry County,Locust Grove,32400
5683,0,0,Acres,LOT,Henry County,Locust Grove,69900
5684,0,0,Acres,LOT,Henry County,Locust Grove,84500
5685,0,0,Acres,LOT,Henry County,Locust Grove,45000
5686,1945,0,Acres,SINGLE_FAMILY,Tift County,Brookfield,69000
5687,1985,0,Acres,SINGLE_FAMILY,Wilcox County,Abbeville,75000
5688,2021,0,Acres,SINGLE_FAMILY,Houston County,Kathleen,208390
5689,2012,0,sqft,SINGLE_FAMILY,Houston County,Kathleen,210000
5690,2006,0,Acres,SINGLE_FAMILY,Houston County,Kathleen,355000
5691,2012,0,Acres,SINGLE_FAMILY,Houston County,Kathleen,298000
5692,2011,2012,sqft,SINGLE_FAMILY,Houston County,Kathleen,274900
5693,2002,0,Acres,SINGLE_FAMILY,Houston County,Kathleen,305000
5694,2002,0,Acres,SINGLE_FAMILY,Houston County,Kathleen,318720
5695,2003,0,Acres,SINGLE_FAMILY,Houston County,Kathleen,595000
5696,2018,0,Acres,SINGLE_FAMILY,Houston County,Perry,355000
5697,2018,0,Acres,SINGLE_FAMILY,Houston County,Kathleen,375000
5698,2000,0,Acres,SINGLE_FAMILY,Houston County,Kathleen,370000
5699,2021,0,sqft,SINGLE_FAMILY,Houston County,Kathleen,342400
5700,0,0,Acres,LOT,Houston County,Kathleen,3650000
5701,2008,2181,Acres,SINGLE_FAMILY,Houston County,Kathleen,245000
5702,2021,0,Acres,SINGLE_FAMILY,Houston County,Kathleen,379900
5703,2003,0,Acres,SINGLE_FAMILY,Houston County,Kathleen,510000
5704,0,0,Acres,LOT,Houston County,Kathleen,17500
5705,0,0,Acres,LOT,Houston County,Kathleen,17500
5706,0,0,Acres,LOT,Houston County,Kathleen,17500
5707,0,0,Acres,LOT,Houston County,Kathleen,17500
5708,0,0,Acres,LOT,Houston County,Kathleen,17500
5709,2007,0,Acres,SINGLE_FAMILY,Houston County,Kathleen,225900
5710,1999,0,Acres,SINGLE_FAMILY,Houston County,Kathleen,850000
5711,2021,2778,sqft,SINGLE_FAMILY,Houston County,Kathleen,342400
5712,1971,0,Acres,SINGLE_FAMILY,Houston County,Kathleen,135000
5713,0,0,Acres,LOT,Houston County,Kathleen,49900
5714,0,0,Acres,LOT,Houston County,Bonaire,99000
5715,0,0,Acres,LOT,Houston County,Kathleen,75000
5716,0,0,Acres,LOT,Lumpkin County,Dahlonega,79900
5717,1981,1532,Acres,SINGLE_FAMILY,Lumpkin County,Dahlonega,185000
5718,1900,1312,Acres,SINGLE_FAMILY,Lincoln County,Tignall,149900
5719,0,0,Acres,LOT,Wilkes County,Tignall,860000
5720,0,0,Acres,LOT,Wilkes County,Tignall,499000
5721,0,0,Acres,LOT,Lincoln County,Tignall,35000
5722,0,0,sqft,LOT,Wilkes County,Tignall,224000
5723,0,0,Acres,LOT,Lincoln County,Tignall,12500
5724,0,0,Acres,LOT,Lincoln County,Tignall,32500
5725,0,0,Acres,LOT,Wilkes County,Tignall,283356
5726,2005,3468,Acres,SINGLE_FAMILY,Wilkes County,Tignall,785000
5727,1898,5700,Acres,SINGLE_FAMILY,Wilkes County,Tignall,599900
5728,1930,3116,Acres,SINGLE_FAMILY,Wilkes County,Tignall,385000
5729,0,0,Acres,LOT,Lincoln County,Tignall,49900
5730,0,0,Acres,LOT,Wilkes County,Tignall,115000
5731,0,0,Acres,LOT,Lincoln County,Tignall,299990
5732,1920,0,Acres,SINGLE_FAMILY,Wilkes County,Tignall,177900
5733,0,0,Acres,LOT,Lincoln County,Tignall,32500
5734,1895,4113,Acres,SINGLE_FAMILY,Wilkes County,Tignall,359000
5735,0,0,Acres,LOT,Lincoln County,Tignall,24900
5736,0,0,Acres,LOT,Lincoln County,Tignall,24900
5737,0,0,Acres,LOT,Lincoln County,Tignall,52000
5738,0,0,Acres,LOT,Lincoln County,Tignall,39500
5739,0,0,Acres,LOT,Wilkes County,Tignall,10500
5740,0,0,Acres,LOT,Lincoln County,Tignall,49500
5741,0,0,Acres,LOT,Lincoln County,Tignall,44500
5742,0,0,Acres,LOT,Lincoln County,Tignall,39500
5743,0,0,Acres,LOT,Lincoln County,Tignall,39500
5744,0,0,Acres,LOT,Lincoln County,Tignall,36000
5745,0,0,Acres,LOT,Lincoln County,Tignall,12500
5746,1927,1550,Acres,SINGLE_FAMILY,Warren County,Warrenton,115900
5747,1977,0,sqft,SINGLE_FAMILY,Warren County,Warrenton,425000
5748,2018,2354,sqft,SINGLE_FAMILY,Henry County,Locust Grove,299500
5749,2019,0,sqft,SINGLE_FAMILY,Henry County,Locust Grove,315000
5750,0,0,Acres,LOT,Spalding County,Locust Grove,49000
5751,0,0,Acres,LOT,Worth County,Albany,12000
5752,0,0,Acres,LOT,Camden County,Woodbine,14250
5753,1982,1126,Acres,SINGLE_FAMILY,Camden County,Woodbine,180000
5754,0,0,Acres,LOT,Camden County,Woodbine,8500
5755,0,0,Acres,LOT,Camden County,Woodbine,84000
5756,0,0,Acres,LOT,Camden County,Woodbine,30000
5757,0,0,Acres,LOT,Camden County,Woodbine,159999
5758,0,0,Acres,LOT,Camden County,Woodbine,40000
5759,0,0,Acres,LOT,Camden County,Woodbine,38000
5760,0,0,Acres,LOT,Camden County,Woodbine,25000
5761,0,0,Acres,LOT,Camden County,Woodbine,75000
5762,0,0,Acres,LOT,Camden County,Woodbine,125000
5763,0,0,Acres,LOT,Camden County,Woodbine,12000
5764,0,0,Acres,LOT,Camden County,Woodbine,155000
5765,0,0,Acres,LOT,Camden County,Woodbine,29000
5766,0,0,Acres,LOT,Camden County,Woodbine,99500
5767,0,0,Acres,LOT,Camden County,Woodbine,19900
5768,0,0,Acres,LOT,Camden County,Woodbine,20000
5769,0,0,Acres,LOT,Camden County,Woodbine,33500
5770,0,0,Acres,LOT,Camden County,Woodbine,99500
5771,0,0,Acres,LOT,Camden County,Woodbine,54900
5772,0,0,Acres,LOT,Camden County,Woodbine,21500
5773,0,0,Acres,LOT,Camden County,Woodbine,16500
5774,2001,0,Acres,SINGLE_FAMILY,Camden County,Woodbine,238500
5775,0,0,Acres,LOT,Camden County,Woodbine,800000
5776,0,0,Acres,LOT,Camden County,Woodbine,38000
5777,1987,0,Acres,SINGLE_FAMILY,Camden County,Woodbine,298900
5778,2006,1771,Acres,SINGLE_FAMILY,Camden County,Woodbine,254975
5779,0,0,Acres,LOT,Camden County,Woodbine,31000
5780,1993,3194,Acres,SINGLE_FAMILY,Camden County,Woodbine,695000
5781,1998,2600,Acres,SINGLE_FAMILY,Oglethorpe County,Crawford,300000
5782,0,0,Acres,LOT,Oglethorpe County,Crawford,140000
5783,0,0,Acres,LOT,Oglethorpe County,Crawford,150000
5784,0,0,Acres,LOT,Oglethorpe County,Crawford,130000
5785,0,0,Acres,LOT,Oglethorpe County,Crawford,150000
5786,0,0,Acres,LOT,Oglethorpe County,Crawford,699900
5787,1979,3680,Acres,SINGLE_FAMILY,Oglethorpe County,Crawford,450000
5788,0,0,Acres,LOT,Oglethorpe County,Crawford,120000
5789,0,0,Acres,LOT,Chattooga County,Armuchee,250000
5790,0,0,Acres,LOT,Floyd County,Armuchee,17500
5791,1900,0,Acres,LOT,Floyd County,Armuchee,550000
5792,1956,3250,Acres,SINGLE_FAMILY,Chattooga County,Armuchee,429900
5793,0,0,Acres,LOT,Floyd County,Armuchee,70000
5794,1991,2850,Acres,SINGLE_FAMILY,Cobb County,Marietta,410000
5795,1983,2910,sqft,SINGLE_FAMILY,Cobb County,Marietta,749900
5796,1976,3694,Acres,SINGLE_FAMILY,Cobb County,Marietta,585000
5797,1973,1584,sqft,CONDO,Cobb County,Marietta,259900
5798,1968,2856,Acres,SINGLE_FAMILY,Cobb County,Marietta,440000
5799,2006,8064,Acres,SINGLE_FAMILY,Cobb County,Marietta,1500000
5800,1986,2326,sqft,SINGLE_FAMILY,Cobb County,Marietta,464900
5801,2016,2686,sqft,TOWNHOUSE,Cobb County,Marietta,599000
5802,1982,2408,Acres,SINGLE_FAMILY,Cobb County,Marietta,425000
5803,1983,2585,sqft,SINGLE_FAMILY,Cobb County,Marietta,499500
5804,2011,4023,Acres,SINGLE_FAMILY,Cobb County,Marietta,835000
5805,1973,1409,sqft,CONDO,Cobb County,Marietta,220000
5806,2021,0,sqft,TOWNHOUSE,Cobb County,Marietta,527990
5807,1979,3094,sqft,SINGLE_FAMILY,Cobb County,Marietta,600000
5808,1985,2625,sqft,SINGLE_FAMILY,Cobb County,Marietta,479000
5809,1980,2537,sqft,SINGLE_FAMILY,Cobb County,Marietta,525000
5810,1971,1954,Acres,SINGLE_FAMILY,Cobb County,Marietta,687000
5811,1988,5633,Acres,SINGLE_FAMILY,Cobb County,Marietta,825000
5812,1974,2164,Acres,SINGLE_FAMILY,Cobb County,Marietta,425000
5813,2021,6100,Acres,SINGLE_FAMILY,Cobb County,Marietta,1299000
5814,1975,2039,Acres,SINGLE_FAMILY,Cobb County,Marietta,530000
5815,1966,1957,sqft,SINGLE_FAMILY,Cobb County,Marietta,420000
5816,1962,1218,Acres,SINGLE_FAMILY,Cobb County,Marietta,375000
5817,2011,3102,sqft,TOWNHOUSE,Dekalb County,Atlanta,775000
5818,1950,2400,Acres,SINGLE_FAMILY,Fulton County,Atlanta,825000
5819,2007,5732,Acres,SINGLE_FAMILY,Fulton County,Atlanta,1495000
5820,2014,0,sqft,SINGLE_FAMILY,Lowndes County,Hahira,189900
5821,2007,0,Acres,SINGLE_FAMILY,Lowndes County,Hahira,266000
5822,2007,0,Acres,SINGLE_FAMILY,Lowndes County,Hahira,214900
5823,2011,0,sqft,SINGLE_FAMILY,Lowndes County,Hahira,179900
5824,2003,0,Acres,SINGLE_FAMILY,Lowndes County,Hahira,256500
5825,2021,0,Acres,SINGLE_FAMILY,Lowndes County,Hahira,404900
5826,2001,0,Acres,SINGLE_FAMILY,Lowndes County,Hahira,238900
5827,0,0,Acres,LOT,Lowndes County,Hahira,95000
5828,2008,0,Acres,SINGLE_FAMILY,Lowndes County,Hahira,279900
5829,2007,0,Acres,SINGLE_FAMILY,Lowndes County,Hahira,439000
5830,2014,0,Acres,SINGLE_FAMILY,Lowndes County,Hahira,359900
5831,2000,0,Acres,SINGLE_FAMILY,Lowndes County,Hahira,399900
5832,1976,0,Acres,SINGLE_FAMILY,Lowndes County,Hahira,209800
5833,2013,0,Acres,SINGLE_FAMILY,Lowndes County,Hahira,539000
5834,0,0,Acres,SINGLE_FAMILY,Cook County,Hahira,375000
5835,1994,0,Acres,SINGLE_FAMILY,Lowndes County,Hahira,499500
5836,0,0,Acres,LOT,Lowndes County,Hahira,155000
5837,1994,0,Acres,SINGLE_FAMILY,Lowndes County,Hahira,1475000
5838,0,0,Acres,LOT,Cook County,Hahira,599999
5839,2017,0,Acres,SINGLE_FAMILY,Lowndes County,Hahira,750000
5840,0,0,Acres,LOT,Lowndes County,Hahira,599900
5841,0,0,Acres,LOT,Lowndes County,Hahira,120000
5842,1988,0,Acres,LOT,Lowndes County,Hahira,1400000
5843,1996,0,Acres,SINGLE_FAMILY,Lowndes County,Hahira,1380000
5844,0,0,Acres,LOT,Lowndes County,Hahira,1223225
5845,1910,0,Acres,SINGLE_FAMILY,Brooks County,Quitman,196000
5846,2007,0,Acres,SINGLE_FAMILY,Brooks County,Quitman,174900
5847,1940,0,sqft,SINGLE_FAMILY,Brooks County,Quitman,28000
5848,1910,0,sqft,SINGLE_FAMILY,Brooks County,Quitman,89000
5849,1903,0,Acres,SINGLE_FAMILY,Brooks County,Quitman,529000
5850,0,0,Acres,LOT,Brooks County,Quitman,6780
5851,0,0,Acres,LOT,Brooks County,Quitman,75000
5852,1972,0,Acres,SINGLE_FAMILY,Brooks County,Quitman,295000
5853,1960,0,Acres,SINGLE_FAMILY,Brooks County,Quitman,485000
5854,0,0,Acres,LOT,Brooks County,Quitman,19000
5855,0,0,Acres,LOT,Brooks County,Quitman,19000
5856,0,0,Acres,LOT,Brooks County,Quitman,18000
5857,0,0,Acres,LOT,Brooks County,Quitman,19000
5858,0,0,Acres,LOT,Brooks County,Quitman,18000
5859,0,0,Acres,LOT,Brooks County,Quitman,18000
5860,0,0,Acres,LOT,Brooks County,Quitman,19000
5861,0,0,Acres,LOT,Brooks County,Quitman,270000
5862,1940,0,Acres,SINGLE_FAMILY,Brooks County,Quitman,59900
5863,0,0,Acres,LOT,Brooks County,Quitman,39900
5864,0,0,Acres,LOT,Brooks County,Quitman,48500
5865,0,0,Acres,LOT,Brooks County,Quitman,53000
5866,1953,1700,Acres,SINGLE_FAMILY,Muscogee County,Columbus,124500
5867,1963,1825,Acres,SINGLE_FAMILY,Muscogee County,Columbus,219900
5868,2007,1138,sqft,SINGLE_FAMILY,Muscogee County,Columbus,129500
5869,1949,1452,sqft,SINGLE_FAMILY,Muscogee County,Columbus,139900
5870,1948,1112,sqft,SINGLE_FAMILY,Muscogee County,Columbus,64900
5871,1983,2812,Acres,SINGLE_FAMILY,Muscogee County,Columbus,400000
5872,1968,1508,Acres,SINGLE_FAMILY,Muscogee County,Columbus,142900
5873,2007,0,Acres,SINGLE_FAMILY,Peach County,Byron,235000
5874,2012,0,sqft,SINGLE_FAMILY,Houston County,Byron,202000
5875,2008,0,sqft,SINGLE_FAMILY,Houston County,Byron,171500
5876,2009,3118,sqft,SINGLE_FAMILY,Peach County,Byron,379000
5877,0,0,sqft,LOT,Peach County,Byron,122850
5878,1920,0,sqft,SINGLE_FAMILY,Peach County,Byron,48500
5879,2006,0,Acres,SINGLE_FAMILY,Peach County,Byron,210000
5880,2004,0,Acres,SINGLE_FAMILY,Peach County,Byron,325000
5881,0,0,Acres,LOT,Peach County,Byron,65000
5882,0,0,sqft,LOT,Houston County,Byron,50000
5883,0,0,sqft,LOT,Houston County,Byron,57000
5884,0,0,sqft,LOT,Crawford County,Byron,13500
5885,0,0,Acres,LOT,Peach County,Byron,175000
5886,0,0,sqft,LOT,Peach County,Byron,90000
5887,1999,2574,Acres,SINGLE_FAMILY,Crawford County,Byron,420000
5888,2021,0,sqft,SINGLE_FAMILY,Peach County,Byron,242500
5889,0,0,Acres,LOT,Peach County,Byron,75000
5890,0,0,Acres,LOT,Peach County,Byron,75000
5891,0,0,Acres,LOT,Peach County,Byron,85000
5892,0,0,Acres,LOT,Crawford County,Byron,175000
5893,2010,2560,sqft,SINGLE_FAMILY,Crawford County,Byron,409900
5894,0,0,Acres,LOT,Peach County,Byron,28000
5895,0,0,Acres,LOT,Peach County,Byron,175000
5896,2021,0,sqft,SINGLE_FAMILY,Peach County,Byron,240400
5897,1989,0,Acres,SINGLE_FAMILY,Peach County,Byron,579900
5898,0,0,Acres,LOT,Peach County,Byron,47954
5899,0,0,Acres,LOT,Crawford County,Byron,25000
5900,0,0,Acres,LOT,Crawford County,Byron,122850
5901,0,0,Acres,LOT,Peach County,Byron,1031760
5902,0,0,Acres,LOT,Peach County,Byron,39900
5903,1965,0,Acres,SINGLE_FAMILY,Baldwin County,Milledgeville,159000
5904,1925,0,Acres,SINGLE_FAMILY,Baldwin County,Milledgeville,449900
5905,1991,4376,Acres,SINGLE_FAMILY,Baldwin County,Milledgeville,929000
5906,1930,0,sqft,SINGLE_FAMILY,Baldwin County,Milledgeville,137000
5907,1961,0,Acres,SINGLE_FAMILY,Baldwin County,Milledgeville,142900
5908,1967,848,Acres,SINGLE_FAMILY,Baldwin County,Milledgeville,49900
5909,1960,0,sqft,SINGLE_FAMILY,Baldwin County,Milledgeville,72500
5910,1950,0,sqft,SINGLE_FAMILY,Baldwin County,Milledgeville,126900
5911,1920,0,Acres,SINGLE_FAMILY,Baldwin County,Milledgeville,79900
5912,1961,0,sqft,SINGLE_FAMILY,Baldwin County,Milledgeville,64500
5913,1953,0,Acres,SINGLE_FAMILY,Baldwin County,Milledgeville,725000
5914,1920,2995,sqft,SINGLE_FAMILY,Baldwin County,Milledgeville,395000
5915,1960,1118,Acres,SINGLE_FAMILY,Baldwin County,Milledgeville,144500
5916,1960,1118,Acres,SINGLE_FAMILY,Baldwin County,Milledgeville,144500
5917,1930,1470,sqft,SINGLE_FAMILY,Baldwin County,Milledgeville,169000
5918,1967,764,Acres,SINGLE_FAMILY,Baldwin County,Milledgeville,8500
5919,1958,0,Acres,SINGLE_FAMILY,Baldwin County,Milledgeville,55000
5920,1958,1713,Acres,SINGLE_FAMILY,Baldwin County,Milledgeville,55000
5921,0,0,Acres,LOT,Baldwin County,Milledgeville,5000
5922,1940,900,sqft,SINGLE_FAMILY,Baldwin County,Milledgeville,39900
5923,1925,1048,Acres,SINGLE_FAMILY,Baldwin County,Milledgeville,50000
5924,1935,1200,Acres,SINGLE_FAMILY,Baldwin County,Milledgeville,52000
5925,1955,1700,Acres,SINGLE_FAMILY,Baldwin County,Milledgeville,85900
5926,1967,2000,sqft,SINGLE_FAMILY,Baldwin County,Milledgeville,194999
5927,0,0,Acres,LOT,Baldwin County,Milledgeville,15900
5928,0,0,Acres,LOT,Baldwin County,Milledgeville,15900
5929,1940,0,Acres,LOT,Baldwin County,Milledgeville,10000
5930,0,0,Acres,LOT,Baldwin County,Milledgeville,1300000
5931,1951,0,sqft,SINGLE_FAMILY,Baldwin County,Milledgeville,420000
5932,0,0,Acres,LOT,Floyd County,Rome,299900
5933,1981,2550,Acres,SINGLE_FAMILY,Floyd County,Rome,185000
5934,2010,2941,Acres,SINGLE_FAMILY,Floyd County,Rome,350000
5935,1988,2362,Acres,SINGLE_FAMILY,Floyd County,Rome,259900
5936,2004,1987,Acres,SINGLE_FAMILY,Floyd County,Rome,255000
5937,1949,0,Acres,LOT,Floyd County,Rome,650000
5938,0,0,Acres,LOT,Floyd County,Rome,30000
5939,1978,1068,Acres,SINGLE_FAMILY,Floyd County,Rome,99900
5940,1956,2648,Acres,SINGLE_FAMILY,Floyd County,Rome,1125000
5941,0,0,Acres,LOT,Floyd County,Rome,54000
5942,2003,0,sqft,SINGLE_FAMILY,Floyd County,Rome,250000
5943,0,0,Acres,LOT,Floyd County,Rome,508300
5944,0,0,Acres,LOT,Floyd County,Rome,195000
5945,0,0,Acres,LOT,Greene County,White Plains,549000
5946,0,0,Acres,LOT,Greene County,White Plains,47900
5947,0,0,Acres,LOT,Greene County,White Plains,55000
5948,0,0,Acres,LOT,Greene County,White Plains,55000
5949,2003,2866,Acres,SINGLE_FAMILY,Greene County,White Plains,699000
5950,2007,4488,Acres,SINGLE_FAMILY,Hancock County,White Plains,915000
5951,2021,6279,Acres,SINGLE_FAMILY,Greene County,White Plains,1875000
5952,2007,3796,Acres,SINGLE_FAMILY,Greene County,White Plains,575000
5953,2016,2076,sqft,SINGLE_FAMILY,Bartow County,Cartersville,385000
5954,1994,2674,sqft,SINGLE_FAMILY,Bartow County,Cartersville,250000
5955,2020,1324,Acres,SINGLE_FAMILY,Bartow County,Cartersville,279900
5956,1999,1158,sqft,SINGLE_FAMILY,Bartow County,Cartersville,198900
5957,2021,0,sqft,SINGLE_FAMILY,Bartow County,Cartersville,600000
5958,1970,1008,Acres,SINGLE_FAMILY,Bartow County,Cartersville,250000
5959,2021,2650,Acres,SINGLE_FAMILY,Bartow County,Cartersville,400900
5960,2021,2206,sqft,SINGLE_FAMILY,Bartow County,Cartersville,386900
5961,2014,4615,Acres,SINGLE_FAMILY,Bartow County,Cartersville,975000
5962,1973,1539,Acres,SINGLE_FAMILY,Bartow County,Cartersville,200000
5963,1962,1175,Acres,SINGLE_FAMILY,Bartow County,Cartersville,224900
5964,0,0,Acres,LOT,Bartow County,Cartersville,69900
5965,2007,0,Acres,SINGLE_FAMILY,Bartow County,Cartersville,719000
5966,1997,0,Acres,MULTI_FAMILY,Bartow County,Cartersville,210000
5967,2007,3010,Acres,SINGLE_FAMILY,Bartow County,Cartersville,749900
5968,1991,2390,Acres,SINGLE_FAMILY,Bartow County,Cartersville,80000
5969,1971,720,sqft,SINGLE_FAMILY,Bartow County,Cartersville,375000
5970,1930,1247,Acres,SINGLE_FAMILY,Bartow County,Cartersville,299800
5971,0,0,Acres,LOT,Bartow County,Cartersville,240000
5972,0,0,Acres,LOT,Bartow County,Cartersville,260000
5973,0,0,Acres,LOT,Bartow County,Cartersville,150000
5974,0,0,sqft,LOT,Bartow County,Cartersville,800000
5975,0,0,Acres,LOT,Bartow County,Cartersville,149900
5976,0,0,Acres,LOT,Bartow County,Cartersville,109900
5977,1986,0,Acres,MULTI_FAMILY,Bartow County,Cartersville,220000
5978,2003,1403,sqft,SINGLE_FAMILY,Bartow County,Cartersville,285000
5979,1978,2202,Acres,SINGLE_FAMILY,Bartow County,Cartersville,250000
5980,1989,0,Acres,SINGLE_FAMILY,Bartow County,Cartersville,300000
5981,2012,3600,Acres,SINGLE_FAMILY,Bartow County,Cartersville,525000
5982,1960,0,sqft,MULTI_FAMILY,Clayton County,Forest Park,280000
5983,1967,1659,sqft,SINGLE_FAMILY,Clayton County,Forest Park,230000
5984,1953,1260,Acres,SINGLE_FAMILY,Fulton County,Atlanta,145000
5985,1958,1612,Acres,SINGLE_FAMILY,Fulton County,Atlanta,199000
5986,1960,0,Acres,MULTI_FAMILY,Fulton County,Atlanta,229000
5987,2008,2152,sqft,SINGLE_FAMILY,Fulton County,Hapeville,375000
5988,1950,903,sqft,SINGLE_FAMILY,Fulton County,Hapeville,219000
5989,0,0,sqft,LOT,Fulton County,Atlanta,80000
5990,1944,0,sqft,SINGLE_FAMILY,Fulton County,Hapeville,269000
5991,1920,1360,sqft,CONDO,Fulton County,Atlanta,209999
5992,1975,1200,Acres,SINGLE_FAMILY,Fulton County,Atlanta,155000
5993,1962,925,sqft,SINGLE_FAMILY,Clayton County,Forest Park,125000
5994,2005,1558,sqft,TOWNHOUSE,Clayton County,Forest Park,159000
5995,1959,960,Acres,SINGLE_FAMILY,Fulton County,Atlanta,174900
5996,1960,1425,Acres,SINGLE_FAMILY,Fulton County,Atlanta,264900
5997,1963,1008,Acres,SINGLE_FAMILY,Fulton County,Atlanta,244000
5998,1997,1448,sqft,SINGLE_FAMILY,Fulton County,Atlanta,230000
5999,0,0,Acres,LOT,Fulton County,Hapeville,450000
6000,0,0,Acres,LOT,Clayton County,Forest Park,39000
6001,0,0,Acres,LOT,Fulton County,Atlanta,69800
